text,labels
time 2021-04-19T01:57:45Z author NONE repo 1adrianb/face-alignment title output of preds body the code provided here for 3d landmarks. import face_alignment from skimage import io fa face_alignment.facealignment face_alignment.landmarkstype._3d flip_input false input io.imread '.. test assets aflw test.jpg' preds function i wanted to ask before i install the package. so just to clarify if i were to print preds i should obtain a 68 2 array which contains the 68 facial landmark points on the face?,2
time 2021-04-26T18:54:24Z author NONE repo 1adrianb/face-alignment title could you update the output of the function. body hi i really appreciate your work but it will be good if we can get a detection bounding box also. could you add the additional option to get the bounding box of the landmark? thanks,1
time 2021-05-01T18:47:01Z author OWNER repo 1basilisk/1basilisk.github.io title 1basilisk.github.io is not showing index.html automatically body nan,0
time 2020-10-27T14:57:08Z author CONTRIBUTOR repo 1c-syntax/bsl-parser title gradle update body gradle 6.7,1
time 2020-03-11T11:50:40Z author MEMBER repo 1c-syntax/mdclasses title  body nan,0
time 2021-01-14T14:29:13Z author MEMBER repo 1c-syntax/vsc-language-1c-bsl title oscript body https github.com 1c syntax vsc language 1c bsl blob develop src features lintprovider.ts l117 https github.com 1c syntax bsl language server issues 1517,0
time 2021-02-01T19:21:14Z author OWNER repo 1c3t3a/rust-socketio title add ssl support body currently only connection via http is possible it would be nice and secure to connect via https and wss later . this might also affect the current way of parsing an url which is currently done inside each method. it might be nice to receive something like an into url type. this also makes the api more flexible for the user.,1
time 2020-12-29T16:43:30Z author OWNER repo 1c3t3a/rust-socketio title add multiple transport layers body the documentation talks about different 'layers' for transporting which are websockets long polling i currently implemented long polling but feel free to extend the transport enum in engineio transport.rs.,1
time 2021-04-06T16:20:33Z author NONE repo 1c3t3a/rust-socketio title add support for extra headers body being able to add extra headers when connecting would be very useful,1
time 2020-12-29T16:46:30Z author OWNER repo 1c3t3a/rust-socketio title just review the code body this might sound very general but i'm thankful for any help. i already added some todo flags to parts of the code where a deeper review makes sense. in case you find something odd or unusual just comment this issue or even better commit a pr with a proposed fix.,1
time 2021-03-31T13:25:21Z author CONTRIBUTOR repo 1cabaspour1etudiant/backend title create an endpoint allowing to send a recovery code for a forgotten password body nan,1
time 2021-03-19T08:57:08Z author CONTRIBUTOR repo 1cabaspour1etudiant/backend title store geographic location resolved in the entity address body nan,1
time 2021-03-19T08:58:47Z author CONTRIBUTOR repo 1cabaspour1etudiant/backend title create an end point allowing to list the potential godfathers body nan,1
time 2021-03-20T13:41:11Z author CONTRIBUTOR repo 1cabaspour1etudiant/backend title create end point allowing to list potential god fathers or godson body nan,1
time 2021-03-22T00:48:58Z author CONTRIBUTOR repo 1cabaspour1etudiant/backend title create an endpoint which will allow to create a godfather godson relation body nan,1
time 2021-03-22T00:52:37Z author CONTRIBUTOR repo 1cabaspour1etudiant/backend title implement an endpoint allowing to list all godchildren of a godfather body nan,1
time 2021-03-22T00:53:59Z author CONTRIBUTOR repo 1cabaspour1etudiant/backend title create an endpoint allowing to a godson to get his godfather body nan,1
time 2021-03-31T13:24:33Z author CONTRIBUTOR repo 1cabaspour1etudiant/mobile-app title create screen for recover a forgotten password body nan,1
time 2021-04-09T18:21:56Z author NONE repo 1cg/collaboration-demo-1 title subtraction? body would you please add subtraction,1
time 2021-05-12T11:05:08Z author OWNER repo 1crcbl/cykl-rs title in array between gives wrong answer after flipping body given a tour 1 2 3 4 5 6 7 ... after calling function the tour becomes 1 2 5 4 3 6 7 ... invoking function should return false. however the actual outcome is true which is wrong.,0
time 2021-05-12T11:07:44Z author OWNER repo 1crcbl/cykl-rs title in array flip operation should take the path with least operations body at the moment there is no optimisation on which path an array should take when invoking flip unlike tll. as a consequence the benchmarks may not favour array and it's also harder to test among all data structures.,1
time 2021-03-13T04:42:04Z author OWNER repo 1crowie1/SES2A_study_system title isg002 body create and complete a testing register for sprint 1,0
time 2021-03-13T04:42:59Z author OWNER repo 1crowie1/SES2A_study_system title isg003 body create and complete a testing register for sprint 2,0
time 2021-03-13T04:43:22Z author OWNER repo 1crowie1/SES2A_study_system title isg004 body create and complete a testing register for sprint 3,0
time 2021-03-13T04:43:50Z author OWNER repo 1crowie1/SES2A_study_system title isg005 body create and complete a testing register for sprint 4,0
time 2021-03-03T23:58:15Z author OWNER repo 1eam/Novi_Medewerker_vd_Maand_App title bug at retaking photo body after launching the app taking a picture edit .etc and saving the photo the application doesnt turn back to cameramode,0
time 2021-05-08T12:26:05Z author OWNER repo 1eam/Novi_Medewerker_vd_Maand_App title next page not showing after imagesave body after done editing the next page share page doenst show up,0
time 2017-11-07T18:46:43Z author OWNER repo 1ec5/rebusurance title export common formats body each time the paintcode document is modified it should be reexported into non proprietary formats for the benefit of those who dont have a copy of paintcode installed. svg is an obvious format to export to but it doesnt support any of the parameters that affect the drawings. so we should also export a stylekit in javascript objective c swift and or java for various platforms that may need these shields.,1
time 2021-04-21T06:54:17Z author OWNER repo 1eedaegon/practice-spring-boot title s3 travis ci codedeploy body https github.com jojoldu freelec springboot2 webservice issues 630,0
time 2020-10-09T20:25:18Z author OWNER repo 1efty/fedora-ansible-playbooks title add packages from 1efty pkgs body add some tools from 1efty pkgs,1
time 2020-10-09T20:26:20Z author OWNER repo 1efty/fedora-ansible-playbooks title add 1efty dotfiles body nan,1
time 2021-03-04T13:12:49Z author OWNER repo 1fxe/Resource-Pack-Display title rename command to rpd body rdp makes no sense resource pack display rpd,1
time 2020-12-18T08:26:31Z author OWNER repo 1h4a/pthy-source title bug downscaling expression is flawed and may amplify resolution body describe the bug when trying to render certain videos instead of dropping resolution down to qualities in the 80 120p range as intended the expression may instead multiply the resolution several times resulting in massive sometimes 500mb functions. to reproduce steps to reproduce the behavior 1. enter video generation in pthy 2. refer to a video with a small gcf example resolution 854x480 3. render 4. absurdly large function files are generated expected behavior based on the new quality optimizations a video of the resolution 854x480 is supposed to be downscaled to 40p. this would result in optimized video which can run in real time. the functions for such a quality are only a couple hundred kb. screenshots device specifications additional context issue is fixed if a resolution with a larger gcf is used the correction from 854x480 to 840x480 works really well,0
time 2020-12-18T18:52:46Z author OWNER repo 1h4a/pthy-source title request implement new downscaling expression body is your feature request related to a problem? please describe. directly related to resolution amplification bug with the downscale expression. describe the solution you'd like the expression should be replaced by a new and much more reliable expression. describe alternatives you've considered the current expression may be patched and if the patch is good enough a new expression isn't needed.,1
time 2021-03-18T09:00:24Z author OWNER repo 1h4a/pthy-source title bug odd cv videocapture issues body describe the bug cv's videocapture throws an unknown exception when trying to draw video expected behavior cv's videocapture is used to cast individual frames for processing. that is supposed to happen. it's not happening here and it's unknown what cv is casting as functions are still written. file types aren't supposed to be an issue. screenshots https i.imgur.com cljzbxf.png device specifications 1. 64 bit windows pthy is a .exe distributable only and so far has only been built for x64 architecture.,0
time 2020-06-01T04:25:05Z author OWNER repo 1heisuzuki/speech-to-text-webcam-overlay title script body index.html,1
time 2020-06-23T09:15:51Z author OWNER repo 1heisuzuki/speech-to-text-webcam-overlay title ui body uiadvanced options,1
time 2021-01-25T21:40:54Z author OWNER repo 1hitsong/Go-Record-Audio title auto delete tracks that are only silence body nan,1
time 2021-05-15T13:13:46Z author OWNER repo 1hitsong/turntablebot title sending bop command causes auto bop to stop working body nan,0
time 2021-04-17T20:59:04Z author OWNER repo 1iggy2/AE405-Thrust_Stand title implement rpm sensor body an effect way to measure rpm and save the data without lowering the measurement speed needs to be developed and implemented into mega_basestation.ino,1
time 2021-04-21T19:22:52Z author OWNER repo 1iggy2/AE405-Thrust_Stand title get sd card data recording working body started last night solved just now,0
time 2021-04-17T21:45:24Z author OWNER repo 1iggy2/AE405-Thrust_Stand title update readme to act as documentation instead of progress report. body include details like calibration poster future work faq real photos and more. can be completed after completion of 405.,1
time 2021-04-17T21:59:27Z author OWNER repo 1iggy2/AE405-Thrust_Stand title get radio communications working body completed at time of posting but for reference,1
time 2021-04-19T00:13:03Z author OWNER repo 1iggy2/AE405-Thrust_Stand title esc.attach or .writemicroseconds breaks radio comms. body the functions .attach and or .writemicroseconds from servo.h break all the radio communications to the base station. will solve.,0
time 2017-10-28T01:58:01Z author NONE repo 1j01/jspaint title black white mode not working as intended. body when changing image attributes colors black white a few things don't work correctly. namely the patterns don't draw the same way they did in the original paint appear to work more like brushes. a single click with the paint tool produces the expected pattern but clicking and dragging 'smears' the pattern. same issue applies with the line tool. rectangle appears to draw the border correctly but is unable to fill. polygon does not draw the border correctly and cannot fill. same issues apply for ellipse and rounded rectangle. the paint bucket fill does not appear to work with the black white patterns either. seeing as how airbrush works just fine with the black white patterns i don't believe it would be too difficult to add that functionality to the paint tool.,1
time 2018-01-19T21:45:46Z author NONE repo 1j01/jspaint title save as doesn't allow you change filename android body save as... always downloads a file named untitled.png which means you have to manually rename it after saving.,1
time 2018-01-20T12:02:07Z author CONTRIBUTOR repo 1j01/jspaint title allow user to specify current file name in the editor. body i think currently you can only use save as in the chrome app to change the name? or is that not a functionality in ms paint? i am unfamiliar.,1
time 2020-12-07T10:31:32Z author NONE repo 1kc/razer-macos title feature request option to turnoff light when screen saver is active body hi there first of all i can't thank you enough for this application really one thing that i would love to have is the option to turn off the keyboard lights whenever the screensaver is activated or the screen goes to sleep. thanks in advance and keep up with the amazing job.,1
time 2021-01-25T15:00:58Z author NONE repo 1kc/razer-macos title razer macos does not remember settings from previous launch body if i quit razer macos and relaunch it does not reset the colors for the keyboard. since the keyboard may have been plugged into a different computer it is important that it is able to do this. instead you do need to go back in and reset every setting for each computer. version 0.3.4 keyboard razer blackwidow chroma mouse razer abyssus v2 os catalina 10.15.7,1
time 2021-03-15T18:46:49Z author NONE repo 1kc/razer-macos title question why does ripple require accessibility access while reactive does not? body i was just wondering why the reactive effect does not need accessibility access while ripple does?,2
time 2021-03-24T09:35:18Z author COLLABORATOR repo 1kc/razer-macos title release 0.4.0 body can we target the coming weekend 26. 28. march 2021 for a new release including pr issue and issue ? i'm kind of hesitant to add other functionality since the statemanager in issue is changing adding quite a few lines.,2
time 2021-03-27T11:00:12Z author NONE repo 1kc/razer-macos title missing dpi option for razer basilisk ultimate receiver in 0.4.0 body dpi customization was available on razer basilisk ultimate receiver in 0.3.7 but i cannot see it anymore in the menu on 0.4.0 this might be a regression of f9dedd7 https github.com 1kc razer macos commit f9dedd7cc9ab3f79470bc4619341366892e36781,0
time 2021-03-29T01:31:01Z author NONE repo 1kc/razer-macos title starlight blackwidow elite body whenever trying to use starlight an error pops up. hopefully this can be fixed in the next update. thanks screen shot 2021 03 28 at 7 29 59 pm https user images.githubusercontent.com 75952780 112776145 0f877c00 8ffc 11eb 953e 8a9d0dae63e1.png screen shot 2021 03 28 at 7 30 07 pm https user images.githubusercontent.com 75952780 112776146 10b8a900 8ffc 11eb 99cf adf1283c3405.png,0
time 2021-04-06T22:06:26Z author NONE repo 1kc/razer-macos title ripple and wheel for blackwidow v3 body ripple effect had originally working but buggy during version 0.4.0 but both ripple and wheel both appear to be unavailable to select as an option for the blackwidow v3 keyboard. just wanted to check that this was intentional if there are any plans in place for when these options will be accessible. thank you,0
time 2021-01-26T11:17:47Z author NONE repo 1mckenna/esp32_iGrill title support for igrill v3 body awesome 1mckenna i had given up hope to ever get this working. for those interested i got this working for the igrill v3 by changing the service_uuid in line 16 static bleuuid service_uuid 6e910000 58dc 41c7 943f 518b278cea88 igrillv3 service,1
time 2021-02-12T09:27:38Z author NONE repo 1natsu172/github-action-auto-card-assign title feature request support organization level projects body 1natsu172 this is an excellent github action thank you very much for putting it together. i would like to use this action with projects that are under an organization rather than under a repository. i can look into making this change when i get some free time but wanted to see if you have any thoughts on such a feature. thank you once more,2
time 2020-10-16T07:04:03Z author OWNER repo 1pkg/gohalt title throttlers inner state marshal unmarshal body in order to have durable storage logging meta exposure for all throttlers. gohalt needs to have a way how to marshal and unmarshal inner states for all existing throttlers. this can be implemented as a pair of function data byte err error unmarshalbinary data byte error methods or something similar. note that there might be additional difficulties with composite throttlers.,1
time 2020-10-16T07:14:22Z author OWNER repo 1pkg/gohalt title add throttler storage abstraction and multiple durable storage implementations body after https github.com 1pkg gohalt issues 1 is implemented we could use marshaled state to store it in persistent storage and unmarshal it back to new throttler. in this issue we need to add storage abstraction that could be accepted and called by existing runners. and add couple of durable storage implementations.,1
time 2020-06-13T10:01:05Z author OWNER repo 1pkg/gopium title anonymous structures support body gopium supports only named structs as targets for all transformations. originally this was done by design as supposedly all important structs performance of which matters should be named anyhow and originally it simplified internal implementation. but there are some counterexample for example take for consideration go type bank struct anonymous structure that won't be targeted by gopium departments struct id string open bool workers int64 assets float64 i still have doubts wherether it's important feature for gopium or not. as implementation will definitely require recurrent strategies. so generally for each struct we need to build structure tree and postorder traverse it to support generic cases like this properly go type a struct b struct c struct d struct e int32 f struct g struct h string i struct k string so i'm opening this issue to gather feedback and ideas whether gopium needs this feature or not.,1
time 2020-06-13T10:01:46Z author OWNER repo 1pkg/gopium title multiple embedded types issue body originally when i added transformation chain go types gopium structs go ast i thought that just using names for fields identifier enough. and it's mostly enough if we are not taking to consideration multiple embedded types that go supports. go type tmplconn struct template.template sql.conn params map string in example above we have two different fields named internally which skew chain transformation process mainly sorting part 1pkg gopium fmtio ast.go 126 . in order to support multiple embedding types correctly we need use pair of name position for fields identifier.,0
time 2020-12-31T16:24:39Z author NONE repo 1pkg/gopium title vscode extension does not show options in a type list body the vscode extension fails to detect a struct when dealing with a list of types for example go type willbedetected struct type willnotbedetected struct,0
time 2021-03-31T18:04:17Z author NONE repo 1pkg/gopium title embedding struct tags body if click gopium pack image https user images.githubusercontent.com 31651395 113139553 efd89980 922f 11eb 8529 5e54336eea0c.png after image https user images.githubusercontent.com 31651395 113139598 fff07900 922f 11eb 872a 75ae72b8040b.png result struct have invalid tags,0
time 2021-03-13T15:08:15Z author COLLABORATOR repo 1pt-co/1pt title info.1pt.co body display metadata on links such as when the link was created how many clicks it has which country it was created in,1
time 2021-03-14T22:28:16Z author COLLABORATOR repo 1pt-co/1pt title encode urls in base64 before sending it to api.1pt.co body if someone shortens a long url with characters like ? or then the api mistakes it for additional get parameters,0
time 2021-04-14T14:12:28Z author CONTRIBUTOR repo 1pt-co/info.1pt.co title responsive design body nan,0
time 2021-03-07T16:21:34Z author OWNER repo 1samhicks/Schuylkill title integrate swiftybeaver body we need a robust easy to use logging tool that will work across platforms.,0
time 2021-05-19T15:11:29Z author CONTRIBUTOR repo 1st-Cavalry-Division/Mike-Force-Public-Server title change acav freq on map body change acav freq to 60 lr as 44 is utilized as an sr channel.,0
time 2020-01-17T15:16:28Z author NONE repo 1technophile/OpenMQTTGateway title increase time of the receive and send leds body is it possible to increase the time of the state on maybe 0.5 sec of the receive ans send leds when a code is receved or sent?,1
time 2020-10-19T10:54:02Z author NONE repo 1technophile/OpenMQTTGateway title zgatewayrf2 does not send autorecovery msgs for detected switches body the gateway itself is discovered but not the devices connected. in zgatewayrf there is a call to rftomqttdiscovery there is no call to discovery in zgatewayrf2,1
time 2020-10-22T12:31:59Z author NONE repo 1technophile/OpenMQTTGateway title mi scale not properly reporting wieght when set to lbs body firmware openmqttgateway v0.9.5 device xiaomi scale the value is wrong when the scale is set to lbs via a mi fit app. i.e. if the scale is set the kg my lbs conversion is accurate. if the scale is set to lbs the raw non calculated value is not kg nor is it lbs. here's the payload at 30lbs scale is set to lbs id c8 47 8c d1 0e be name mi scale2 manufacturerdata 5701c8478cd10ebe rssi 59 distance 1.01076 model xmtzc04hm weight 15 here's the payload at 195.4lbs scale is set to lbs id c8 47 8c d1 0e be name mi scale2 manufacturerdata 5701c8478cd10ebe rssi 82 distance 11.4949 model xmtzc04hm weight 97.7 here's the payload at 89.7kg scale is set to kg. when set to kg the payload is accurate id c8 47 8c d1 0e be name mi scale2 manufacturerdata 5701c8478cd10ebe rssi 91 distance 25.51913 model xmtzc04hm weight 89.7,0
time 2020-11-13T19:36:51Z author NONE repo 1technophile/OpenMQTTGateway title ble mi scale add check body would be nice to add the check of the stabilized value before reporting flag in byte 0 https github.com oliexdev openscale wiki xiaomi bluetooth mi scale i have some undefined values in database i think it is because of this... thanks,1
time 2020-11-26T21:40:04Z author COLLABORATOR repo 1technophile/OpenMQTTGateway title set cc1101 frequency via mqtt body is your feature request related to a problem? please describe. i have bought a cc1101 to control the blind at my home which require a frequency of 433.42 mhz while all other receiver require 433.92mhz. so i need to change the frequency depending on the device i want to control. describe the solution you'd like it should be possible to specify the frequency in the json send via mqtt as an optional parameter. when the frequency is not given in the json it uses the frequency defined by the macro cc1101_frequency . this also ensures backward compatibility. describe alternatives you've considered 1. using two gateways with different frequencies 2. add a new command mqtt topic to set the frequency of cc1101 which then can also be used for receiving,1
time 2020-12-03T03:19:36Z author CONTRIBUTOR repo 1technophile/OpenMQTTGateway title improve home assistant integration body before submitting a problem please check the troubleshooting section https docs.openmqttgateway.com upload troubleshoot.html describe the bug all sensor binary_sensor ... created by the home assistant autodiscovery are entities in home assistant. those entities are not linked to a device. this is not mandatory but it's recommended. to reproduce 1. enable homeassistant autodiscovery integration 2. look at the mqtt message published ending by config ie json stat_t home zarbi b bttomqtt 582d34400672 name cleargrasstrhkpa pres uniq_id 582d34400672 cleargrasstrhkpa pres dev_cla pressure val_tpl value_json.pres is_defined unit_of_meas kpa expected behavior the config json published should be json stat_t home zarbi b bttomqtt 582d34400672 name cleargrasstrhkpa pres uniq_id 582d34400672 cleargrasstrhkpa pres dev_cla pressure val_tpl value_json.pres is_defined unit_of_meas kpa device connections mac 02 5b 26 a8 dc 12 manufacturer cleargrass model cgp1w name qingping temp rh barometer via_device openmqttgateway note via_device is the hostname of the board in my case it's a esp32 dev board which connects bluetooth devices environment esp32 dev openmqttgateway version used v0.9.5 zgatewaybt zmqttdiscovery question are you open to this change,1
time 2020-12-03T19:01:55Z author NONE repo 1technophile/OpenMQTTGateway title multiple ir emitters body not a feature in terms of the code but in the sense of the gateway itself. apologies if this isn't the right posting location. just wanted to confirm the best way to try and accomplish this note i'm using esp8266's d1 mini's as ir gateways. as noted here https github.com 1technophile openmqttgateway issues 104 it is recommended to add additional ir led's in parallel but if going this route would i still just have the one current limiting resistor going to the led array or should each ir led have it's own resistor still 220ohm i assume? and all of them tied together to the 5v pin on the d1 mini? thanks joni,1
time 2020-12-17T19:00:01Z author NONE repo 1thenikita/Visual-Studio title empty timestamps after disabling reset timestamps on file change body bug description timestamps becomes missing from discord presence when reset timestamps on file change is disabled after time starts counting. reproduction steps steps to reproduce the behavior 1. make sure reset timestamps on file change is enabled first edit some files and check that the time is running 2. uncheck reset timestamps on file change and save the settings 4. bam timestamps is missing from the discord rich presence expected behavior when disabled shouldn't the current timestamps become the initial timestamps keep the current timestamps or reset the timestamps? screenshots image https user images.githubusercontent.com 34960876 102530667 43d5cd00 40dc 11eb 8e42 75d4b034858d.png desktop please complete the following information os windows 10 1809 build 17763.1637 visual studio 2019 version 16.7.5 5.3 additional context,0
time 2020-12-29T13:57:00Z author OWNER repo 1thorsten/ewake title docker body dockerfile and docker compose.yml add npm script to build docker image as well update readme.md to reflect usage with docker use environment variables as another possiblity to control the app use env as default value which can be changed with arguments e.g control of the server of the server port port at the moment the default is port 5555. idea is that the default comes from env.port and only when this is not defined take a fixed default value 5555,1
time 2020-12-29T14:18:18Z author OWNER repo 1thorsten/ewake title set default network interface as argument body currently the network interface can be passed as an http argument. accordingly the transfer is made by the user. this makes no sense the network interface is a setting that must apply to the server. therefore it should be possible to pass the network interface as an argument command line when starting the server. the possibility for the user is to be omitted. tasks add command line argument i interface adjust call to arp windows linux mac show the choosen network interface after starting the server adjust documentation,1
time 2021-01-02T18:07:10Z author OWNER repo 1thorsten/http-over-all title view does not work on dav resources body view action is not working on dav resources no dav is working http localhost 8338 git_sds readme.md?view dav is not working http localhost 8338 dav git_sds readme.md?view,0
time 2021-01-16T20:12:40Z author OWNER repo 1thorsten/http-over-all title fix docker compose.yml for running body remove building part from docker compose.yml otherwise standalone running is not possible,0
time 2021-02-02T01:20:31Z author OWNER repo 1thorsten/http-over-all title protocol ssh support different port than 22 body introduce a new option to set the port ssh_ count _port default 22,1
time 2021-02-11T20:56:20Z author OWNER repo 1thorsten/http-over-all title detect sub dir resources from environment gap detection body smb_1_sub_dir_path_2 scanner smb_1_sub_dir_name_2 darkside smb_1_sub_dir_permitted_resources_2 permitted.txt smb_1_sub_dir_path_3 smb_1_sub_dir_name_3 root at the moment smb_1_sub_dir_path_2 is not recognized because smb_1_sub_dir_path_1 is missing. bash root ad0e958c9eca scripts env grep smb_1_sub_dir_ smb_1_sub_dir_path_2 scanner smb_1_sub_dir_name_2 darkside smb_1_sub_dir_permitted_resources_2 permitted.txt smb_1_sub_dir_path_3 smb_1_sub_dir_name_3 root smb_1_sub_dir_permitted_resources_3 permitted_root.txt,1
time 2021-01-02T18:09:25Z author OWNER repo 1thorsten/http-over-all title protcol docker add option for exclude directories body at the moment it is only possible to specify directories to include docker_ count _src_dirs . https stackoverflow.com questions 984204 shell command to tar directory excluding certain files folders,1
time 2021-02-14T15:05:44Z author OWNER repo 1thorsten/http-over-all title enhance security by avoid using plaintext passwords body passwords must be accessible in plain text because there is no control over the various sources. if necessary the password must be sent in plain text. however this is no excuse for storing them in plain text in the configuration. what is possible save encrypted password use crypt_key which is also used for link encryption outsourcing the defining of crypt_key separate config file should be recommend as there is no obligation to do this before crypt_key 2 ohyxhtwc6uxkliy4 ebm5aitt4ef9l2 sf4yyivuu n local_1_path local data local_1_name local local_1_dav true local_1_dav_auth 1thorsten webdav after crypt_key is defined elsewhere local_1_path local data local_1_name local local_1_dav true local_1_dav_auth 1thorsten crypt vagcnady3t7ysfw9iqdkkippjms68jvj84ccg9c,1
time 2021-02-14T20:34:45Z author OWNER repo 1thorsten/http-over-all title webdav access for microsoft windows body windows clients can not connect. https www.webdavsystem.com server access windows https webdav.io webdav webdav operating systems webdav windows https decatec.de home server owncloud 9 auf ubuntu server 16 04 lts mit nginx mariadb php 7 und lets encrypt comment page 3,0
time 2021-02-14T21:40:00Z author OWNER repo 1thorsten/http-over-all title protocol git credentials are ignored body for protocol git specified credentials are ignored,0
time 2021-01-02T18:13:08Z author OWNER repo 1thorsten/http-over-all title docker base add ubuntu 20.04 body seems to work almost out of the box. only the php_version has to be adjusted 7.3 7.4 checked with the following protocols git smb docker,1
time 2021-03-01T15:34:50Z author OWNER repo 1thorsten/http-over-all title nfs does not work properly body nan,0
time 2021-03-02T06:57:25Z author OWNER repo 1thorsten/http-over-all title mounting dav share does not work mounting failed the server does not support webdav body if i try to use a dav share from another http over all i get an error sbin mount.davfs mounting failed the server does not support webdav,0
time 2021-03-02T07:50:41Z author OWNER repo 1thorsten/http-over-all title can' create or delete directories webdav body https cetteup.com 36 cant create or delete directories on an nginx webdav server here is how to fix that https serverfault.com questions 901325 how to rewrite webdav http destination request header on nginx https www.robpeck.com 2020 06 making webdav actually work on nginx,0
time 2021-03-07T12:32:43Z author OWNER repo 1thorsten/http-over-all title proxy should support unix socket as well body unix sockets are not currently supported. the http reachability check prevents working with unix sockets.,1
time 2021-03-07T17:40:19Z author OWNER repo 1thorsten/http-over-all title missing the possibility to create a proxy works without internal cache body add an option for a proxy that points directly to the source. especially for local unix sockets,1
time 2021-03-09T12:02:11Z author OWNER repo 1thorsten/http-over-all title webdav handle folders with special characters e.g. space body image https user images.githubusercontent.com 75699915 110467612 843f5880 80d7 11eb 9962 b2c35f1dc334.png image https user images.githubusercontent.com 75699915 110467708 a1742700 80d7 11eb 9e97 83fb55c9b857.png,0
time 2021-01-02T23:07:04Z author OWNER repo 1thorsten/http-over-all title detect resources from environment gap detection body smb_1_xxx smb_3_xxx at the moment smb_3 is not recognized because smb_2 is missing. bash root ad0e958c9eca scripts env grep git_ sort git_1_name git_ewake git_1_repo_branch main git_1_repo_url https github.com 1thorsten ewake.git git_2_name git_timeset git_2_repo_branch master git_2_repo_url https github.com 1thorsten timeset.git git_3_name git_sds git_3_repo_branch main git_3_repo_url https github.com 1thorsten http over all.git root ad0e958c9eca scripts env grep git_ awk f '_' ' print 2 ' sort uniq 1 2 3,1
time 2021-01-04T01:02:16Z author OWNER repo 1thorsten/http-over-all title all resources which are not exposed should be removed from filesystem body if a resource is complety removed that this resource should be deleted in filesystem.,1
time 2021-01-12T00:12:42Z author OWNER repo 1thorsten/http-over-all title dav support for native mac client sucks body the filesystem is mounted only as read only,0
time 2021-01-03T12:54:21Z author OWNER repo 1thorsten/timeset title add makefile for building body introduce a proper makefile,1
time 2021-03-15T16:10:44Z author NONE repo 1tzemerald/SupportBot title mysql support body is there any change you'll add mysql support? that would be really nice because then i am able to implement in our own web application to see active and archived support tickets. i'm willing to help with this implementation.,2
time 2021-01-19T21:35:54Z author NONE repo 1up-lab/OneupFlysystemBundle title invalid service cache.memcached method league flysystem cached storage memcached addserver does not exist. body as per documentation after installing composer require league flysystem cached adapter register the service services cache.memcached class memcached calls addserver memcached.domain.com 11211 but after creating the service i get error on load. invalid service cache.memcached method league flysystem cached storage memcached function does not exist. that's now i register service services cache.memcached class league flysystem cached storage memcached calls addserver 127.0.0.1 11211,2
time 2021-02-22T16:48:02Z author NONE repo 1up-lab/OneupFlysystemBundle title unrecognized option directory under local adapter when install the bundle with symfony body i'd like to install version 4.x bundle but the symfony recipe creates the config file using version 3. it ends up the error unrecognized option 'directory under oneup_flysystem.adapters.default_adapter.local . and the composer.json got reverted.,0
time 2021-03-23T19:00:14Z author NONE repo 1up-lab/OneupFlysystemBundle title google storage support? body hy can you add google storage support?,1
time 2021-05-11T14:36:47Z author NONE repo 1up-lab/OneupFlysystemBundle title ftp adapter configuration outdated body bug report q a bc break yes version 4.0.6 summary hi i try to install a ftp adapter. since the 4.x update it seems that the configuration needed for this adapter changed but the documentation is not up to date. the documentation link https github.com 1up lab oneupflysystembundle blob master doc adapter_ftp.md the change of configuration https github.com 1up lab oneupflysystembundle pull 217 commits aa595066126739897fdd4d7d3af9b4a20e65a8cc how to reproduce install the 4.0.6 version but it seems to be reproductible since 4.0 add an ftp adapter yaml oneup_flysystem adapters ftp_adapter ftp host ' ' username ' ' password ' ' filesystems ftp adapter ftp i'll have now this error unrecognized options host username password under oneup_flysystem.adapters.carvivo_adapter.ftp . available options are connectionoptions connectionprovider connectivitychecker mimetypedetector visibilityconverter . this error is consistant with the configuration file the problem is that the adapter configuration change and there is no documentation to show how to connect the new ftp adapter. thank you for your help,0
time 2021-04-10T12:36:44Z author NONE repo 1up-lab/contao-event-generator-bundle title error since last symfony update explode expects parameter 2 to be string int given body bug report reproducing steps 1. open events 2. click on generate event 3. fill the form 4. save display the error message update function expects parameter 2 to be string int given 2021 04 10 14 31 40 request.info matched route contao_backend . route contao_backend route_parameters _route contao_backend _scope backend _token_check true _controller contao corebundle controller backendcontroller mainaction request_uri https xxxxx.de contao?act edit cpid 2 do calendar id 38 ref at2t2zia rt 36bxxbuwtinn7y t9bzrrqqdvlrwcl3kjtrde7ocomw table tl_calendar_event_generator method post 2021 04 10 14 31 40 request.critical uncaught php exception typeerror function expects parameter 2 to be string int given at www htdocs w016f8b2 vendor oneup contao event generator bundle src eventlistener calendareventgeneratorlistener.php line 116 exception object typeerror code 0 function expects parameter 2 to be string int given at www htdocs vendor oneup contao event generator bundle src eventlistener calendareventgeneratorlistener.php 116,0
time 2021-03-30T14:03:28Z author NONE repo 1up-lab/contao-mailchimp title contao 4.11.2 and symfony 5.x body hello i have a problem with your extension with contao 4.11.2 and symfony 5.x. attempted to load class event from namespace symfony component eventdispatcher . did you forget a use statement for e.g. symfony contracts eventdispatcher event nelmio securitybundle contentsecuritypolicy violation event laminas eventmanager event fos httpcache event or eluceo ical component event ? img width 1079 alt snimek obrazovky 2021 03 30 v15 00 06 src https user images.githubusercontent.com 3715050 113001809 1253af80 9169 11eb 989a 04b5623691ee.png,0
time 2021-02-19T07:21:40Z author NONE repo 1uphealth/1upwebapp title fix performance of fetchreference processor body nan,0
